close
130.03
126.36
125.02
129.1
128.41
130.73
133.41
134.76
135.94
135.21
134.26
132.3
143.01
142.53
140.94
143.96
145.93
142.82
144.29
145.43
150.82
154.5
151.73
154.65
151.92
150.87
151.01
153.85
151.74
153.07
152.58
153.2
148.48
149.69
148.91
146.71
147.93
149.92
145.31
145.59
151.03
153.83
151.6
152.87
150.59
148.5
150.47
153.32
152.99
155.85
155
157.4
159.28
159.99
158.93
160.25
159.28
157.65
160.77
166.59
165.45
166.17
165.63
163.76
164.66
162.03
160.84
160.1
163.67
165.21
165.37
166.81
167.63
166.65
165.02
165.33
163.77
163.76
168.4
169.68
169.59
168.54
167.44
164.31
173.57
172.07
171.77
173.48
172.26
173.07
173
172.99
173.59
175.05
175.16
174.88
171.56
171.44
172.99
175.43
177.3
177.98
180.09
180.95
179.58
179.21
177.82
180.57
178.56
183.79
183.31
183.47
186.01
186.68
188.06
185.12
188.37
187.57
188.79
188.07
190.17
189.59
193.28
192.46
190.57
191.02
188.5
193.52
190.45
191.87
193.43
195.37
193.71
193.79
195.01
193.84
191.23
192.86
194.83
193.54
191.36
195.83
196.38
188.38
186.92
188.06
185.86
178.19
179.95
180.24
179.53
177.88
179.26
178.83
175.84
174
174.49
174.53
174.22
181.19
180.44
181
181.25
184.32
189.82
190.76
189.55
189.7
186.79
187.22
188.07
189.63
186.74
188.12
174.56
178.18
177.49
174.32
175.45
174.79
174.91
173.6
174.55
171.76
172.3
171.3
